8.43638975	0.010967307	0
8.014570263	0.096174843	0
7.592750775	0.175476907	0
6.7491118	0.316364616	0
5.905472825	0.437004989	0
5.06183385	0.536554388	0
4.218194875	0.610794618	0
3.3745559	0.658038401	0
2.530916925	0.664787512	0
2.109097438	0.647071094	0
1.68727795	0.612481896	0
1.265458463	0.557645362	0
0.843638975	0.474968743	0
0.632729231	0.418444932	0
0.421819488	0.348422897	0
0.210909744	0.252248054	0
0.105454872	0.18138238	0
0	0	0
0.105454872	-0.139200431	0
0.210909744	-0.191506047	0
0.421819488	-0.253935331	0
0.632729231	-0.291899085	0
0.843638975	-0.316364616	0
1.265458463	-0.34589198	0
1.68727795	-0.356859286	0
2.109097438	-0.356015647	0
2.530916925	-0.347579258	0
3.3745559	-0.320582811	0
4.218194875	-0.281775418	0
5.06183385	-0.232844357	0
5.905472825	-0.180538741	0
6.7491118	-0.126545846	0
7.592750775	-0.069178396	0
8.014570263	-0.040494671	0
8.43638975	-0.010967307	0
